ID,Adresse,Beschreibung,Nummer,Auch mit Gebühr,created,likes,Status,status_reason,position
1258,"Kochhannstraße 24, 10249 Berlin",Vor dem budicke,6,False,2019-10-08T18:17:32+00:00,,report_verification,,"52.5251444572966,13.4519755945253"
1259,"Gryphiusstraße 1, 10245 Berlin","Kreuzungsbereich, Kita",5,False,2019-10-08T18:23:28+00:00,,report_verification,,"52.5066929874911,13.4622433499608"
1260,"Simplonstraße 33, 10245 Berlin",Vor der Kirche,4,False,2019-10-08T18:24:52+00:00,,report_verification,,"52.5071500908952,13.4613051523321"
1261,"Seumestraße 29, 10245 Berlin",Vor dem Spielzeugladen,3,False,2019-10-08T18:26:02+00:00,,report_verification,,"52.5082576442866,13.46062995214"
1262,"Modersohnstraße 2, 10245 Berlin",An der Eisdiele stapeln sich im Sommer die Räder auf dem Gehweg,9,False,2019-10-08T18:26:48+00:00,,report_verification,,"52.5077572287047,13.4593959141979"
1263,"Konitzer Straße 2, 10245 Berlin",Ecke am schneeweiß. Hier verleitet die breite der Knoitzer auch zum viel zu schnellen einbiegen der Autos.,5,False,2019-10-08T18:28:13+00:00,,report_verification,,"52.5086030648807,13.458381685618"
1264,"Gabriel-Max-Straße 1, 10245 Berlin",.,6,False,2019-10-08T18:28:50+00:00,,report_verification,,"52.5092234468133,13.4579182821276"
1265,"Simon-Dach-Straße 35, 10245 Berlin",Eingang Simon Dach. Zu wenig ständer. Querung der Straße durch eng geparkte Autos auch direkt an der Kreuzung gefährlich.,5,False,2019-10-08T18:31:15+00:00,,report_verification,,"52.5098664075901,13.4562286115793"
1266,"Reichenberger Straße 64, 10999 Berlin",Für die Cafes und Gastronomie in der Reichenberger,3,False,2019-10-08T18:32:24+00:00,,report_verification,,"52.4951941349934,13.4311968684682"
1267,"Gabriel-Max-Straße 17, 10245 Berlin",Ständer auf Gehweg reichen nicht. Kreuzung mit zu vielen Autos sehr unübersichtlich,6,False,2019-10-08T18:33:34+00:00,,report_verification,,"52.5105997337413,13.4583649680499"
1268,"Hausärztliche Gemeinschaftspraxis Baumeister-Schleiermacher-Schnaufer, Seumestraße 21, Berlin, 10245",.,5,False,2019-10-08T18:36:49+00:00,,report_verification,,"52.5098694552731,13.4622058578344"
1269,"Krossener Straße 36, 10245 Berlin",Viel zu breite Einmündung = zu viel Platz für Autos. Vor restaurant immer sehr viele Räder.,5,False,2019-10-08T18:39:38+00:00,,report_verification,,"52.5094704844395,13.4649911446566"
1270,"Stralauer Allee 1, 10245 Berlin",Vor Universal sind immer alle Ständer von Mitarbeitern belegt. Dringender Bedarf!,12,False,2019-10-08T18:43:24+00:00,,report_verification,,"52.5023897842442,13.4476458087835"
1271,"Stralauer Allee 18, 10245 Berlin","Für die Büros, Cafes und neuen Wohnungen fehlen hier Stellplätze.",12,False,2019-10-08T18:44:49+00:00,,report_verification,,"52.4985156733114,13.4606271229102"
1272,"Lenbachstraße 13, 10245 Berlin",Vor der carLotta bar.,6,False,2019-10-08T18:46:41+00:00,,report_verification,,"52.504967254227,13.4661253923616"
1273,"Otto-Braun-Straße 78, 10249 Berlin","Vor dem Hotel, Büro, Restaurant fehlt es an Stellplätzen.",6,False,2019-10-08T18:46:53+00:00,,report_verification,,"52.5254710846238,13.4207866644663"
1274,"Bäckerei & Bistro, Straßmannstraße 23, Berlin, 10249","An der Bäckerei wünsche ich mir für die Gäste, die sich dort eine Pause gönnen und mit dem Fahrrad kommen, einige Möglichkeiten für das Fahrradparken.",4,False,2019-10-08T18:54:21+00:00,,report_verification,,"52.5225102744749,13.4509034145942"
1275,"Fontanepromenade 12, 10967 Berlin","Fahrräder werden zum Teil auf dem Fussweg abgestellt, weil es sonst keinen Platz gibt. 2 Lastenradstellplätze wären wünschenswert; es gibt hier im Kiez viele Lastenräder.",6,False,2019-10-08T19:58:28+00:00,,report_verification,,"52.4918566348623,13.4086891794094"
1276,"Mehringdamm 22, 10961 Berlin",Vor der jetzt als Veranstaltungsraum genutzen Adlerhalle sollten zumindest temporäre Abstellbügel geschaffen werden,4,False,2019-10-08T20:03:55+00:00,,report_verification,,"52.4947839867463,13.3883254014736"
1277,"Wiener Straße 51, 10999 Berlin","Wohngegend und keinerlei Möglichkeit an der Strasse, Fahrräder anzuschliessen.
Wegen geräumigen Fußweg und nur einseitiger Bebauung denke ich es vertretbar, hier auch für Fahrräder vorzusorgen, ohne dass jemand eingeschränkt wird.",7,True,2019-10-08T20:24:47+00:00,,report_verification,,"52.494706194802,13.4395736963298"
1278,"Mittenwalder Straße 28, 10961 Berlin","Es befinden sich dort ein Restaurant und ein sehr beliebtes Café, deren Gäste mit dem Fahrrad kommen. Fahrradbügel in unmittelbarer Nähe fehlen.",4,False,2019-10-08T20:31:40+00:00,,report_verification,,"52.4899692795133,13.396020099628"
1279,"Oderstraße 7, 10247 Berlin",Mehr Radbügel vor dem Edeka wären toll. Oft parken die Räder den Fussweg voll.,8,False,2019-10-08T20:32:52+00:00,,report_verification,,"52.5101693240436,13.4709060022818"
1280,"Jessnerstraße 28, 10247 Berlin",Vor der Schule werden mehr Fahrradbügel benötigt.,10,False,2019-10-08T20:35:22+00:00,,report_verification,,"52.5113702896,13.4719922867606"
1281,"Rigaer Straße 55, 10247 Berlin","An der S-Bahn werden viele zusätzliche Bügel benötigt.
Und bitte entsorgt öfter den Schrott/vergessene(?) Räder!",12,False,2019-10-08T20:38:33+00:00,,report_verification,,"52.5146366204351,13.4740672795818"
1282,"Rigaer Straße 55, 10247 Berlin",An der S-Bahnhaltestelle,12,False,2019-10-08T20:45:42+00:00,,report_verification,,"52.5145685506565,13.4742867544242"
1283,"Bezirksamt Friedrichshain-Kreuzberg, Frankfurter Allee 35-37, Berlin, 10247","Vor dem Bürgeramt, bitte mehr Bügel installieren.",10,False,2019-10-08T20:47:51+00:00,,report_verification,,"52.5151562491879,13.461715423303"
1284,"Rigaer Straße 55, 10247 Berlin",Für die S-Frankfurter Allee.,12,False,2019-10-08T20:50:06+00:00,,report_verification,,"52.5145793392579,13.4743293805369"
1285,"Postbank Finanzcenter, Frankfurter Allee 71, Berlin, 10247",Vor der Post sind deutlich mehr Abstellplätze erforderlich,10,False,2019-10-08T20:50:32+00:00,,report_verification,,"52.5145035098756,13.4683198834681"
1286,"Grünberger Straße 81, 10245 Berlin",,12,False,2019-10-08T20:55:30+00:00,,report_verification,,"52.5111352344862,13.4607030357704"
1287,"Wochenmarkt Boxhagener Platz, Boxhagener Platz, Berlin, 10245",Zu Marktzeiten sind die verhandenen Bügel deutlich zu wenig und oft von den Marktständen zugeparkt.,12,False,2019-10-08T20:57:17+00:00,,report_verification,,"52.5110089781745,13.4597916934881"
1288,"Rigaer Straße 55, 10247 Berlin",Am S-Bahnhof reichen die aktuellen Parkplätze nicht aus.,12,False,2019-10-08T21:04:38+00:00,,report_verification,,"52.5145616402066,13.474245823699"
1289,"Gubener Straße 21, 10243 Berlin",Direkt an der Ecke vor dem Hotel wäre gut. Hier liegen eh immer e scooter rum.,5,False,2019-10-08T21:04:53+00:00,,report_verification,,"52.5110849285132,13.4491289695267"
1290,"Wochenmarkt Boxhagener Platz, Boxhagener Platz, Berlin, 10245","Mehr Stellplätze für den Wochenmarkt, bitte.",12,False,2019-10-08T21:06:28+00:00,,report_verification,,"52.5110152110269,13.4598550224169"
1291,"Spreewaldplatz 14, 10999 Berlin",Vor dem Spreewald finden sich häufig keine abstellplätze mehr.,8,False,2019-10-08T22:10:01+00:00,,report_verification,,"52.4974974720648,13.4322760495378"
1292,"Derin's Back & Café House, Körtestr. 38, Berlin, 10967","Ich finde an Südstern niemals einen angemessenen Platz, um mein Fahrrad abzuschließen. Manchmal ist zumindest ein baum oder ein verkehrsschild frei. Tatsächlich gibt ea schon recht viele Ständer. Ggf lässt sich die Situation schon merklich verbesser",10,True,2019-10-08T22:12:42+00:00,,report_verification,,"52.4894169472608,13.4080614421954"
1293,"Kottbusser Straße 4, 10999 Berlin","Es gibt hier sehr wenige Fahrradständer. Die, die es gibt, sind ständig belegt. Zu einem recht großen Anteil allerdings auch von Rädern, die kaputt sind und möglicherweise gar nicht mehr genutzt werden. Eine Entfernung dieser Räder würde die Situa",8,False,2019-10-08T22:15:46+00:00,,report_verification,,"52.4980738873288,13.4180583199934"
1294,"Am Lokdepot 1, 10965 Berlin","Zum Beginn der Straße Lokdepot werden Fahrradbügel benötigt, weil dort viele Besucher das Cafe und den Park benutzen",4,False,2019-10-09T00:35:45+00:00,,report_verification,,"52.4877756980434,13.3735396535969"
1295,"Ratiborstraße 13, 10999 Berlin","Viele Fahrräder stehen auf dem Gehweg herum, oft auch von AnwohnerInnen aber auch SpaziergängerInnen oder Besuchern des Biergartens, dessen Eingang gegenüber ist. Leider werden Räder, die nicht festgemacht sind, oft geklaut. Fahrradbügel würden die",1,False,2019-10-09T01:02:27+00:00,,report_verification,,"52.4917454636813,13.4382057730478"
1296,"Admiralstraße 19, 10999 Berlin","Die Bügel Auf der Gegenüberliegenden Seite der Admiralstr reichen leider nie.
Danke",2,False,2019-10-09T05:18:46+00:00,,report_verification,,"52.4956896959217,13.4152564394103"
1297,"Hasenheide 3, 10967 Berlin","Hier stehen Fahrräder oft kreuz und queer, weil alle vorhandenen Fahrradständer belegt sind. Es braucht mehr vor Karstadt nähe Hermannplatz. Thx!",10,False,2019-10-09T05:23:02+00:00,,report_verification,,"52.4868555963893,13.4232890300157"
1298,"Grimmuseum, Fichte Str. 2, Berlin, 10967","Sehr enger Hof, der bereits völlig überfüllt ist mit Fahrrädern. Die drei vorhandenen radbügel auf dem Gehweg reichen auch bei weitem nicht aus.
Nur wenige Bewohner des Hauses haben ein Auto, daher könnten drei PKW-stellplätze vor dem Haus umgewan",10,False,2019-10-09T05:28:22+00:00,,report_verification,,"52.4909327301588,13.4130262567196"
1299,"Alt-Stralau 35, 10245 Berlin",Die Schule und auch der Sportverein haben nicht genügend Möglichkieten Fahräder abzuschließen. Es wäre schön in dem Grünstreifen zwischen Schule und Sportplatz Fahrradständer zu haben. Herzlichen Dank!,1,False,2019-10-09T06:12:49+00:00,,report_verification,,"52.4933467683935,13.4758287325888"
1300,"Frankfurter Allee 60, 10247 Berlin","Die Bügel an den nächstliegenden Strassenkreuzungen sind meist schon belegt, für Drogerie, Supermarkt und Fitnesstudio wären weitere Bügel super.",3,False,2019-10-09T06:47:37+00:00,,report_verification,,"52.5144689448211,13.4660405261836"
1301,"Boxhagener Straße 78, 10245 Berlin",Die Anzahl der Bügel vor dem Penny-markt sind nicht ausreichend.,3,False,2019-10-09T06:50:53+00:00,,report_verification,,"52.5076040870952,13.4676659026356"
1302,"Puttkamerstraße 1, 10969 Berlin",Schule hat nur vier Fahrradständer für über 200 Schüler plus Lehrer und Erzieher.,7,False,2019-10-09T06:52:45+00:00,,report_verification,,"52.5043736470287,13.3883669445589"
1303,"Urbanstraße 83, 10967 Berlin","Hermannplatz:
Überall werden Fahrräder an die Absperrungen bei Karstadt, am Wochenmarkt oder an Bushaltestellen gestellt, einfach weil es keine Fahrradbügel gibt.",8,False,2019-10-09T07:10:36+00:00,,report_verification,,"52.4880465774779,13.4249364966958"
1304,"Zossener Straße 34, 10961 Berlin",Hier können Kunden der umliegenden Geschäfte bislang keine Fahrräder ohne Behinderung der Fußgänger abstellen.,3,False,2019-10-09T07:56:23+00:00,,report_verification,,"52.4906045250202,13.3942685700308"
1305,"1990 Vegan Living, Krossener Str. 19, Berlin, 10245","am boxhagener platz und in den umliegenden straßen  gibt es zwar fahrradstellplätze, aber es sind einfach zu wenige für die vielen fahrräder, die dort geparkt werden!",10,False,2019-10-09T08:14:53+00:00,,report_verification,,"52.5106069856354,13.4585712417347"
1306,"Netpoint Getränke, Berlin, 10999","Wir sind eine Eigentümergemeinschaft mit einem relativ kleinen Innenhof. Den würdem wir sehr gerne entlasten.
Meiner Auffassung nach ist der Bürgersteig breit genug um Fahradständer auf diesem zu montieren.",6,False,2019-10-09T08:32:01+00:00,,report_verification,,"52.4948555977863,13.4327159014047"
1307,"Hornstraße 10, 10963 Berlin","Es gibt keine sicheren Abstellplätze für Fahrräder und wenn, die wenigen Möglichkeiten sind von Autos zugeparkt (die viel zu selten mit Strafzetteln belegt werden)",12,True,2019-10-09T08:44:32+00:00,,report_verification,,"52.4945230000105,13.3810032472636"
1308,"Hornstraße 11, 10963 Berlin",In der gesamten Hornstrasse fehlt es an guten Fahrrad Abstellplätzen! Stattdessen müssen sich die abgestellten Fahrräder den Fußweg mit falsch parkenden Autos teilen und Fußgängern teilen. Dies muss dringend verbessert werden.,5,True,2019-10-09T08:51:16+00:00,,report_verification,,"52.4944259488103,13.3805299838399"
1309,"Friedrichstraße 207, 10969 Berlin",Checkpoint Charly - hier müssen vor allem die PKW Parkplätze weg und eine Lösung für die Touribusse gefunden werden!,12,False,2019-10-09T08:51:27+00:00,,report_verification,,"52.5072156682226,13.390319806507"
1310,"Willibald-Alexis-Straße 28, 10965 Berlin","Die Bügel werden benötigt, weil keine Abstellplätze in den Häusern angeboten werden. Diese müssen allerdings NICHT auf der Straße angebracht werden, da bereits welche auf dem Bürgersteig sind. Es können einfach welche in der gleichen Art und Weis",3,False,2019-10-09T08:53:46+00:00,,report_verification,,"52.4873518956826,13.3915065683207"
1311,"Hasenheide 117, 10967 Berlin",Hasenheide/Ecke Herrmannplatz/Karstadt sind viel zu wenig Fahrradständer,12,False,2019-10-09T09:16:20+00:00,,report_verification,,"52.4865352452991,13.4235321035105"
1312,"Großbeerenstraße 80, 10963 Berlin","Auf der östlichen Seite der Großbeerenstraße zwischen Obentrautstraße und Landwehrkanal gibt es keine festen Bügel. Hier wohnen viele Leute ohne Auto, die ihr Fahrrad mühsam ins Haus schleppen und es gibt einige Büros, deren Mitarbeiter*innen mit",3,True,2019-10-09T09:25:05+00:00,,report_verification,,"52.4972731935084,13.3852596752581"
1313,"Görlitzer Straße 55, 10997 Berlin","für Parkbesucher*innen gibt es hier keine Stellplätze, man muss die Fahrräder mit in den Park nehmen und an Laternen o.ä. anschließen",12,False,2019-10-09T09:35:19+00:00,,report_verification,,"52.4972321671701,13.4382963055115"
1314,"Methfesselstraße 7, 10965 Berlin",Nähe zum Viktoriapark,5,False,2019-10-09T10:13:38+00:00,,report_verification,,"52.489074779119,13.385651322498"
1315,"Müggelstraße 26, 10247 Berlin","Liebes Bezirksamt,

tolle Aktion. 

Weiter unten an der Ecke Mueggelstr./Traveplatz gibt es zwar schon zwei Buegel, aber die sind von der Kinderarztpraxis quasi dauerbelegt.  Auf der mittleren Höhe der Müggelstr zwischen Scharnweberstr. und Traveplatz",3,False,2019-10-09T10:24:15+00:00,,report_verification,,"52.5124451290739,13.4715061453348"
1316,"Prinzenstraße 118, 10969 Berlin",Damit man das Fahrrad nicht mit in den Park nehmen muss.,12,False,2019-10-09T10:53:43+00:00,,report_verification,,"52.4969022534296,13.4055202086911"
1317,"Hornstraße 10, 10963 Berlin","- die vorhandenen Abstellanlagen sind defekt, verbogen und eh meistens zugeparkt
- die Laternen sind an vielen Stellen überbelegt von Rädern sowie Motorrädern, da es in etlichen Häusern keine Abstellmöglichkeiten gibt
- gleichzeitig würde das unerl",7,False,2019-10-09T11:00:09+00:00,,report_verification,,"52.4945217993958,13.3807947944991"
1318,"Gryphiusstraße 26, 10245 Berlin",Die Bügel werden vor dem Kinderladen Elfentraum benötigt.,5,False,2019-10-09T12:16:57+00:00,,report_verification,,"52.5085284215872,13.4633894412307"
1319,"Laskerstraße 7, 10245 Berlin","Vor dem Zukunft am Ostkreuz findet man bei Veranstaltungen kaum Platz, um das Fahrrad sicher abzuschließen",12,False,2019-10-09T12:21:09+00:00,,report_verification,,"52.5014062830527,13.4657997312373"
1320,"Forster Straße 43, 10999 Berlin",Viele wild geparkte Räder vor der hauswand,5,False,2019-10-09T12:24:54+00:00,,report_verification,,"52.4940997979799,13.4325898630668"
1321,"Paul-Lincke-Ufer 43, 10999 Berlin","Hier gibt es viele Büros und Restaurants, Fahrräder kann man aber nur an Zäunen und Verkehrsschildern anschließen.",8,False,2019-10-09T12:29:22+00:00,,report_verification,,"52.4961279471018,13.4211623412302"
1322,"Forster Straße 43, 10999 Berlin",Ggü. ist eine Schule und eine Kita.,5,False,2019-10-09T12:49:04+00:00,,report_verification,,"52.4940718222583,13.4326412183019"
1323,"Forster Straße 43, 10999 Berlin",Die Räder stehen häufig Kreuz und quer und in den Bergen.,8,False,2019-10-09T13:10:34+00:00,,report_verification,,"52.4941429399868,13.432439154215"
1324,"Lehmbruckstraße 2, 10245 Berlin","An der Ecke Lehmbruckstr./Rudolfstr. können Räder fast nur ""wild"" angeschlossen werden, der Bedarf ist deutlich höher als das ""Angebot"" (Foto). Ich bin einer von vielen Selbstständigen/Gewerbetreibenden in der Rudolfstr. 11, die mit dem Rad zur Arbei",12,False,2019-10-09T13:15:36+00:00,,report_verification,,"52.5040929999419,13.4536084572621"
1325,"Lehmbruckstraße 2, 10245 Berlin","Es gibt zwei schlecht angebrachte Fahrradbügel, die meist überladen sind, eine Erneuerung und Erweiterung wäre wünschenswert.",4,False,2019-10-09T13:32:46+00:00,,report_verification,,"52.5041153006984,13.4536686494562"
1326,"Rudolfstraße 11, 10245 Berlin","in den umliegenden Häusern leben und arbeiten viele Menschen, deren Hauptfortbewegungsmittel das Fahrrad ist. Es gibt viel zu wenig sichere Abstellmöglichkeiten für uns.",12,False,2019-10-09T13:37:01+00:00,,report_verification,,"52.5041807183428,13.4533905169842"
1327,"Muskauer Straße 16, 10997 Berlin","Ecke Manteuffelstr./Muskauer Str. (Foto Nordost-Ecke), für Anwohner*innen, die keine Möglichkeit haben, ihr Rad im Hof sicher anzuschließen, fehlen an dieser Straßenecke sichere und fahrradgerechte Parkmöglichkeiten. Zudem werden die Gehwege teils v",4,False,2019-10-09T13:42:10+00:00,,report_verification,,"52.5023791648171,13.4291984319715"
1328,"Rudolfstraße 11, 10245 Berlin",Gegenüber befindet sich ein Haus mit Kleingewerbe mit 10 Parteien und ca. 8 Nutzer*innen pro Partei. Die umliegenden Fahrradbügel und Straßenlaternen sind regelmäßig überfüllt.,5,False,2019-10-09T13:52:26+00:00,,report_verification,,"52.5042162605389,13.4535699685221"
1329,"Rudolfstraße 11, 10245 Berlin","Vor unserem Bürogebäude stehen tagsüber sehr viele Fahrräder kreuz und quer, da es kaum Anschlussmöglichkeiten gibt. Ideal wäre Fahrradbügel. Die Installation auf der Strasse wäre m.E. kein Problem, da diese Ecke ohnehin weniger Autoverkehr hat u",6,False,2019-10-09T14:14:50+00:00,,report_verification,,"52.5041391788786,13.4533960368755"
1330,"Rudolfstraße 11, 10245 Berlin","Aktuell wird hier jeder nur möglich Anschließpunkt genutzt, von Gitter bis Laterne bis Baumstütze. Da sind schon einige Bügle nötig!",8,False,2019-10-09T14:28:21+00:00,,report_verification,,"52.5041643574323,13.4533585228802"
1331,"Lindenstraße 28, 10969 Berlin",Mehrer Fahrräder stehen häufig nicht richtig angeschlossen rum,7,True,2019-10-09T14:49:13+00:00,,report_verification,,"52.5046008791652,13.3966941246925"
1332,"Forster Straße 43, 10999 Berlin","Wir sind eine Hausgemeinschaft mit vielen Kindern. Deshalb bemühen wir uns, unseren Hof mit möglichst viel Bewegungsfreiheit für Kinder zu gestalten. Außerdem hoffen wir, bald die Versiegelung des Bodens rückgängig machen und weiter begrünen zu k�",6,False,2019-10-09T15:11:47+00:00,,report_verification,,"52.4941399610572,13.4326434858726"
1333,"Großbeerenstraße 80, 10963 Berlin","Gegenüber befindet sich eine Geschäftsstelle der Grünen. Die Bügel sind aber häufig besetzt. Wenn die Bügel auf dem Bürgersteig gesetzt werden sollen, wäre es schön, wenn genügend Abstand zu den Baumscheiben bleibt, damit sie nicht ungewollt be",3,False,2019-10-09T15:16:12+00:00,,report_verification,,"52.4973203397213,13.3849087252523"
1334,"Krossener Straße 35, 10245 Berlin",Mülleimer wären auch gut,5,True,2019-10-09T17:04:02+00:00,,report_verification,,"52.5096061933851,13.4646104669712"
1335,"Boxhagener Straße 31, 10245 Berlin",vor yogibar.,3,False,2019-10-09T17:44:15+00:00,,report_verification,,"52.512397961827,13.4595841154525"
1336,"Rigaer Straße 60, 10247 Berlin",vor oder in der nähe von grafik studio,3,False,2019-10-09T17:53:55+00:00,,report_verification,,"52.5154925187149,13.4702591504763"
1337,"Grünberger Straße 91, 10245 Berlin",an dem block sind überhaupt keine abstellmöglichkeiten!!!,4,False,2019-10-09T18:00:15+00:00,,report_verification,,"52.5108106277809,13.4625128342176"
1338,"Reichenberger Straße 29, 10999 Berlin","Die Größe der Bürgersteige an der Reichenberger Str. würde auch eine Bügelaufstellung auf den Bürgersteigen ermöglichen. Es gibt so viele Fahrräder, dass der die meisten es an die Umrandung der Beete anschließen. Hier würde in regelmäßigen Ab",1,False,2019-10-09T18:00:15+00:00,,report_verification,,"52.4979021535463,13.4221721300668"
1339,"Simplonstraße 23, 10245 Berlin","Hier befindet sich Gewerbe: Eisdiele stark frequentiert 

Räder stehen auf dem Bürgersteig im Weg. Zudem viele Kinderwagen. 

Gegenüber befindet sich eine KiTa. Auch dort Bügel möglich. 

Dankeschön",8,False,2019-10-09T18:43:36+00:00,,report_verification,,"52.5081452967473,13.4594391725583"
1340,"Krossener Straße 16, 10245 Berlin",Ebenso viel Gewerbe was auch von Leuten mit Rad besucht wird. An Markttagen steht der Boxi als Fahrradstellplatz nicht zur Verfügung,4,False,2019-10-09T18:47:48+00:00,,report_verification,,"52.5107028256741,13.4573523400966"
1341,"Grünberger Straße 45, 10245 Berlin","Vor Ärztehaus wären Bügel zu prüfen. Im Hinterhof beim Spielplatz sind zwar Bügel aber diese sind mit Schrotträdern zugemüllt. 

Danke für die Prüfung",2,False,2019-10-09T18:52:50+00:00,,report_verification,,"52.5120550623749,13.4551035154095"
1342,"Sonntagstraße 17, 10245 Berlin","Hallo. Eventuell könnte man an dieser Kreuzung eine Station für Fahrradboxen aufbauen. Wurde zwar vor kurzem erst radfreundlich umgebaut,  aber ausreichend Platz wäre da.",8,True,2019-10-09T18:58:05+00:00,,report_verification,,"52.508060447265,13.4633726578955"
1343,"Simon-Dach-Straße 10, 10245 Berlin",Würden uns sehr gerne mit der Hausgemeinschaft ein Cargobike teilen. Abstellen im Innenhof aber zu gefährlich. Diebstähle. Daher wäre ein abschließbares parkhaus in dem auch cargoräder reinpassen ein Träumchen... ;),4,True,2019-10-09T19:01:31+00:00,,report_verification,,"52.5108146838143,13.4565774897212"
1344,"Hildegard-Jadamowitz-Straße 26, 10243 Berlin",Rund um die Weberwiese gibt es leider nur wenig sichere stellplätze für Räder. Im sommer wird zum Beispiel Donnerstags die Weberwiese von vielen  Familien mit fahrradanhängern besucht. Bügel sollten weit auseinander stehen damit auch ein fahrradanh�,8,False,2019-10-09T19:05:46+00:00,,report_verification,,"52.5162024979081,13.4439634991141"
1345,"Boxhagener Straße 103, 10245 Berlin",Vorm Supermarkt. Bügel wären toll. Weiß nicht inwiefern Tram-Strecke dies  erschwert.... Dankeschön,10,False,2019-10-09T19:13:26+00:00,,report_verification,,"52.5124750998787,13.459791638827"
1346,"Forster Straße 43, 10999 Berlin","Großer Bedarf. Viele Räder. Wäre toll, wenn Radbügel kämen. Danke!!!",6,False,2019-10-09T19:19:17+00:00,,report_verification,,"52.4941659253968,13.4324689247676"
1347,"Eckertstraße 14, 10249 Berlin","Im Haus Eckertstr. 15 befindet sich ein Friseur, Physiotherapie und eine Sauna. Vor dem Haus gibt es noch keinen einzigen Fahrradbügel.",2,True,2019-10-09T19:22:59+00:00,,report_verification,,"52.5190460399612,13.4504621793215"
1348,"Weidenweg 41, 10249 Berlin","Im Haus befindet sich eine Zahnarztpraxis, die bisher keinen einzigen Fahrradständer,- bügel vor der Tür hat.",2,True,2019-10-09T19:27:26+00:00,,report_verification,,"52.5190460399612,13.4504621793215"
1349,"Mühsamstraße 31, 10249 Berlin","In dem Haus befindet sich eine Hausarztpraxis mit viel Patientenverkehr und noch ohne Fahrradständer,- bügel vor der Tür.",3,True,2019-10-09T19:32:05+00:00,,report_verification,,"52.5197817869312,13.4484189527971"
1350,"Thaerstraße 47, 10249 Berlin","In diesem Haus befindet sich ein Facharzt, der vor der Tür noch keine Fahrradständer,- bügel hat.",2,True,2019-10-09T19:34:37+00:00,,report_verification,,"52.5196221531595,13.4535933016412"
1351,"Frankfurter Allee 111, 10247 Berlin","Vor dem Ring-Center 1 v.a. vor dem Eingang zum Fitness-Studio und den Fachärzten gibt es zwar jede Menge Fahrradbügel, aber viel zu wenige.
Es lässt sich selten ein Platz fürs Fahrrad finden.",12,True,2019-10-09T19:38:42+00:00,,report_verification,,"52.5139717500189,13.4741463075243"
1352,"Skalitzer Straße 95, 10997 Berlin",Danke,6,False,2019-10-09T19:39:12+00:00,,report_verification,,"52.4995776347635,13.4316966638885"
1353,"Morgenland, Skalitzer Str. 35, Berlin, 10999",danke,4,False,2019-10-09T19:41:31+00:00,,report_verification,,"52.4989799629392,13.4259511821526"
1354,"Hübnerstraße 7, 10247 Berlin",In dem Haus befindet sich die beliebte Kaminsauna. Noch ohne Fahrradbügel vor der Tür.,2,True,2019-10-09T19:42:43+00:00,,report_verification,,"52.5205970983419,13.4569106474655"
1355,"Taborstraße 14, 10997 Berlin",Für Besucherinnen der Kinderstiftung,2,False,2019-10-09T19:44:10+00:00,,report_verification,,"52.4959637704821,13.4459938129103"
1356,"Grünberger Straße 75, 10245 Berlin",Rund um den Boxhagener Platz gibt es Samstags zum Wochenmarkt fast keine freien Fahrradbügel mehr.,12,True,2019-10-09T19:51:51+00:00,,report_verification,,"52.5117172688021,13.4600251395417"
1357,"Körtestraße 10, 10967 Berlin","Der Eisladen, das Yogastudio und das Karatestudio sind sehr beliebt und deshalb Abstellmöglichkeiten für Fahrräder sehr rar.",6,False,2019-10-09T19:57:37+00:00,,report_verification,,"52.4911709047975,13.411202030851"
1358,"Lenbachstraße 21, 10245 Berlin",In der Lenbachstr. gibt es keine Fahrradständer. Am wichtigsten wäre die Ecke Boxhagener/Lenbachstr.,4,False,2019-10-09T20:29:34+00:00,,report_verification,,"52.5066255499164,13.4682296941758"
1359,"Hornstraße 10, 10963 Berlin","Die Hornstraße ist eigentlich verkehrsberuhigt, zugleich wichtige Fahrradverbindung Mehringdamm-Gleisdreieck. Parken ist nur auf gekennzeichneten Flächen erlaubt - aber bis zu 80 (!) Autos parken falsch. Fahrradständer dringend notwendig und zwar auf",2,False,2019-10-09T20:53:28+00:00,,report_verification,,"52.4944587736763,13.3808530053441"
1360,"Wiener Straße 16, 10999 Berlin",Es gibt keine Möglichkeit für den Einkauf das Fahrrad gut abzuschließen. Fahrradständer nur für das Vorderrad sind sinnlos und mögliche Ständer in der Nähe sind immer belegt.,5,False,2019-10-10T06:27:29+00:00,,report_verification,,"52.4978921564389,13.4303246038398"
1361,"Neue Bahnhofstraße 36, 10245 Berlin","Viele Pendler fahren morgens mit dem Fahrrad zum S-Bahnhof Ostkreuz, es gibt kaum Möglichkeiten das Fahrrad an den wenigen Bügeln anzuschließen. Viele Fahrradleichen besetzten die Plätze. Dementsprechend überfüllt sind die Bürgersteigen, Schilder,",12,False,2019-10-10T07:04:40+00:00,,report_verification,,"52.504397233172,13.4684357067631"
1362,"Oppelner Straße 25, 10997 Berlin","Guten Tag! An diesem Ort befinden sich zwei Kitas in unmittelbarer Nachbarschaft. Eltern bringen und holen dort häufig ihre Kinder mit dem Fahrrad ab und haben keine Möglichkeit ihr Räder, Kinderwagen oder Fahrradanhänger sicher anzuschließen. Die n",5,False,2019-10-10T07:36:20+00:00,,report_verification,,"52.4975420286488,13.4386727142619"
